g,d.parameters.campaign,d.parameters.locationSurrounding,d.parameters.team,d.parameters.motive,d.parameters.targetGroup,d.coordinates._latitude,d.coordinates._longitude,d.deletedAt._seconds,d.deletedAt._nanoseconds,d.createdBy,d.uuid,d.createdAt._seconds,d.createdAt._nanoseconds,d.location._latitude,d.location._longitude,d.removedBy,d.updatedAt._seconds,d.updatedAt._nanoseconds,d.updatedBy,d.state,l._latitude,l._longitude,d.deletedBy,campaign
u281uyy1st,['Kommunalwahl München 2020'],['Wohnen'],Die Hobbits,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.157480700052595,11.467183325439692,1584455595.0,218000000.0,neq53qFDHOcsdmzELehckJ5o5rG3,c3e989f2-e6ac-4b00-9fb9-102d4ad584d9,1578215922,749000000,48.157480700052595,11.467183325439692,HWTuFmLdJIdK2BS0P8BaZXvyHNB3,1578215922,749000000,neq53qFDHOcsdmzELehckJ5o5rG3,removed,48.157480700052595,11.467183325439692,,Kommunalwahl München 2020
u284pcvw5u,Kommunalwahl München 2020,['Straße'],,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.174729920077326,11.598300095647573,,,neq53qFDHOcsdmzELehckJ5o5rG3,c3e9bdd2-ba8e-42ec-b922-0d0840c60f38,1582470275,156000000,,,,1582470275,156000000,neq53qFDHOcsdmzELehckJ5o5rG3,active,48.174729920077326,11.598300095647573,,Kommunalwahl München 2020
u1x0c9nfj7,Bürgerschaftswahl Hamburg,"['Straße', 'Industrie']",Altona 2,Hafen + Hafen,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.57519279040207,9.919165167957544,1582974513.0,960000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,c3f01cf9-dc13-4045-9853-bc753126d13b,1579953435,281000000,53.57519279040207,9.919165167957544,zMZXSe2xtOVciEXqThvtAJfx87p2,1579956087,842000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.57519279040207,9.919165167957544,,Bürgerschaftswahl Hamburg
u284nfy1sm,Kommunalwahl München 2020,['Freizeit '],,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.17945448741824,11.555058863013983,1583683870.0,850000000.0,neq53qFDHOcsdmzELehckJ5o5rG3,c3f4094e-8d0d-443b-8fda-45d1a81147dc,1581850857,648000000,48.17945448741824,11.555058863013983,neq53qFDHOcsdmzELehckJ5o5rG3,1581850857,648000000,neq53qFDHOcsdmzELehckJ5o5rG3,removed,48.17945448741824,11.555058863013983,,Kommunalwahl München 2020
u284pcvku5,Kommunalwahl München 2020,['Straße'],,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.17450991428994,11.597963143140078,,,neq53qFDHOcsdmzELehckJ5o5rG3,c3f86f8b-e11f-4085-b543-25c1ce4b5e23,1582470154,159000000,,,,1582470154,159000000,neq53qFDHOcsdmzELehckJ5o5rG3,active,48.17450991428994,11.597963143140078,,Kommunalwahl München 2020
u1x0dgzyn6,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Firma']",,Verkehr + Patrick/Mira,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.54703095356818,9.975520391017199,1582968433.0,963000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,c3fc3eb1-a532-4dea-bf44-0156b800684e,1579967187,996000000,53.54703095356818,9.975520391017199,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1579967187,996000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.54703095356818,9.975520391017199,,Bürgerschaftswahl Hamburg
u1x0dszhze,Bürgerschaftswahl Hamburg,,Altona 1,Hafen + Wohnen,,53.55231794050927,9.963550698012114,1582976266.0,150000000.0,FPfRO5KQ74biKXZSTAzQ9KuymZx1,c3ff5b57-2112-4d98-859f-8baac7a73d29,1579975914,975000000,53.55231794050927,9.963550698012114,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1582976266,730000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.55231794050927,9.963550698012114,,Bürgerschaftswahl Hamburg
u283b4g1gd,Kommunalwahl München 2020,"['Straße', 'Einkaufen', 'Straßenbahn ', 'Essen']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.135538578679615,11.605834420770407,,,GYM0k2tLEic5F6s88sbEzJYKrSC2,c417b01c-88ab-4192-815a-1e94927ea956,1582970696,739000000,,,,1582970696,740000000,GYM0k2tLEic5F6s88sbEzJYKrSC2,active,48.135538578679615,11.605834420770407,,Kommunalwahl München 2020
u284pm48jz,Kommunalwahl München 2020,['Firma'],,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.19157056425739,11.572293061763048,1584737291.0,721000000.0,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,c4204543-401a-403e-8228-8f6004470ac2,1581246162,657000000,48.19157056425739,11.572293061763048,HgM385Ff84YmItF4qjVY8OGvuih2,1584689491,677000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.19157056425739,11.572293061763048,,Kommunalwahl München 2020
u281vgw0v6,Kommunalwahl München 2020,"['Straße', 'Wohnen']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.13948412043105,11.511155795305967,,,jN38LSISX0WzWz1ofgRho88c3J52,c421fe7a-be81-412b-b534-2ef2273f7074,1581768833,93000000,,,,1581768833,94000000,jN38LSISX0WzWz1ofgRho88c3J52,active,48.13948412043105,11.511155795305967,,Kommunalwahl München 2020
u0zezk5m76,Bamberg,['Einkaufen'],,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer']",49.90081504596998,10.870090071111917,1584712703.0,819000000.0,hqcBWn1EuOck6fYTz2OfXY4lMyE2,c42b6bd1-6a7c-4c8b-b1a2-bc1e01cce4a0,1581717485,93000000,49.90081504596998,10.870090071111917,PxZBcJclagaEOFrxqEjIjIcq3zK2,1581717485,93000000,hqcBWn1EuOck6fYTz2OfXY4lMyE2,removed,49.90081504596998,10.870090071111917,,Bamberg
u281x6khzj,Kommunalwahl München 2020,"['Essen', 'Freizeit', 'Freizeit ', 'Parkplatz']",Giesing (upper southside ;) ),Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.08937454679591,11.574404630810022,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,c43927b0-dbad-4d9c-8643-c8c7151c149c,1581764184,648000000,,,,1581764184,648000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.08937454679591,11.574404630810022,,Kommunalwahl München 2020
u281zxhdrp,['Kommunalwahl München 2020'],"['Straße', 'Freizeit ']",JaBe,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer']",48.1589973833682,11.586079616099596,1584706048.0,205000000.0,neq53qFDHOcsdmzELehckJ5o5rG3,c44565b2-7063-434f-8d03-68a914df0d26,1578752296,125000000,48.1589973833682,11.586079616099596,rgiXeg2mLobPZNBfx8JlvkrW8xG3,1584706049,9000000,rgiXeg2mLobPZNBfx8JlvkrW8xG3,removed,48.1589973833682,11.586079616099596,,Kommunalwahl München 2020
u1x0e59bv4,Bürgerschaftswahl Hamburg,"['Straße', 'U-Bahn', 'S-Bahn', 'Freizeit ']",,Verkehr + Verkehr,"['Radfahrer', 'Fußgänger', 'Autofahrer']",53.54476126259714,9.978209640830755,1582968469.0,432000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,c44dd6d0-d74a-4d45-92df-1c1708a51442,1579892347,367000000,53.54476126259714,9.978209640830755,PBGwt00TpcVaLoMXkwLAyWGPGnc2,1579892347,367000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.54476126259714,9.978209640830755,,Bürgerschaftswahl Hamburg
u1x0b83dgq,Bürgerschaftswahl Hamburg,['Straße'],Altona 2,Verkehr + Verkehr,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.57121707489384,9.867925252765417,1582975800.0,657000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,c459f56d-c62f-42bb-8ff5-0cb0adc75e07,1579908221,88000000,53.57121707489384,9.867925252765417,zMZXSe2xtOVciEXqThvtAJfx87p2,1579909212,179000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.57121707489384,9.867925252765417,,Bürgerschaftswahl Hamburg
u1x0dtyfuf,Bürgerschaftswahl Hamburg,,Altona 1,Verkehr + Patrick/Mira,,53.55746354036212,9.96309170499444,1583079946.0,943000000.0,FPfRO5KQ74biKXZSTAzQ9KuymZx1,c46502d8-1981-4d3e-8406-442b0f2cd55d,1579970401,662000000,53.55746354036212,9.96309170499444,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1579970401,663000000,FPfRO5KQ74biKXZSTAzQ9KuymZx1,removed,53.55746354036212,9.96309170499444,,Bürgerschaftswahl Hamburg
u1x0dhp8gh,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",Altona 2,Verkehr + Patrick/Mira,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.54751657818181,9.942073579877615,1582016971.0,738000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,c46b8605-57e9-4acf-a392-b9abfc8d3a06,1580043001,110000000,53.54751657818181,9.942073579877615,dfEvUvtCz9SxbB4v6TEbfJHPXml1,1580043001,110000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.54751657818181,9.942073579877615,,Bürgerschaftswahl Hamburg
u1x0stmw7z,Bürgerschaftswahl Hamburg,"['U-Bahn', 'Straße', 'Bildung', 'Schule', 'Essen']",,Patrick/Mira + Patrick/Mira,"['Radfahrer', 'Autofahrer', 'Fußgänger']",53.55534385101683,10.049222465604544,1582984213.0,956000000.0,FvMZqZ9ggTTgblDN9ueBSC99Lw23,c46c9166-3b7a-4c02-ad0b-a50a9713bfb3,1579967686,193000000,53.55534385101683,10.049222465604544,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1579967765,345000000,FvMZqZ9ggTTgblDN9ueBSC99Lw23,removed,53.55534385101683,10.049222465604544,,Bürgerschaftswahl Hamburg
u283b12pzq,Kommunalwahl München 2020,,,,,48.12835115270787,11.601874474436045,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,c479332a-f3d7-41f3-bea7-85fde0eca415,1580050158,272000000,,,,1580050158,272000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.12835115270787,11.601874474436045,,Kommunalwahl München 2020
u1x00jxxve,Bürgerschaftswahl Hamburg,,Altona 1,Wohnen + Patrick/Mira,,53.46906161390986,9.854290913790464,1582979621.0,509000000.0,dfEvUvtCz9SxbB4v6TEbfJHPXml1,c47c3d1d-8293-4b29-9d48-7b3936a037bd,1580196156,468000000,53.46906161390986,9.854290913790464,nLp6yL09kLYy4XDxIb4kMjer8RX2,1580196156,468000000,dfEvUvtCz9SxbB4v6TEbfJHPXml1,removed,53.46906161390986,9.854290913790464,,Bürgerschaftswahl Hamburg
u0zgb4q76c,Bamberg,['Bildung'],,Mobilität + Umwelt,"['Autofahrer', 'Radfahrer', 'Fußgänger']",49.890854862451036,10.907145123928785,1584642628.0,697000000.0,ZJOVmjHhlXWIKJo9StZZEeGmVly2,c4863b8c-3f2e-449a-8fc3-456e3e125db4,1581713617,717000000,49.890854862451036,10.907145123928785,ExdY6DG9uOhTGhfTxzOINcdhKup1,1581713617,717000000,ZJOVmjHhlXWIKJo9StZZEeGmVly2,removed,49.890854862451036,10.907145123928785,,Bamberg
u1x0v0wc6d,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen']",,Wohnen + Wohnen,"['Autofahrer', 'Fußgänger', 'U-bahn']",53.57231249944353,10.0728621147573,1583512763.0,509000000.0,YAT3giGPyJV5yfNyiCo54chlK4g2,c48765a3-e930-429e-84c4-3d2bc56171ce,1579905927,665000000,53.57231249944353,10.0728621147573,EMn8AUHdI5cbQIYITA1swmDqm9q1,1579905927,665000000,YAT3giGPyJV5yfNyiCo54chlK4g2,removed,53.57231249944353,10.0728621147573,,Bürgerschaftswahl Hamburg
u0zgb491wh,Bamberg,,,Mobilität + Umwelt,['Autofahrer'],49.891945313348785,10.900078173726797,1581714499.0,419000000.0,RmoL5J5TjfPVL4NlhRdsHpJtKSN2,c49b1896-a242-4c3b-8c66-4743a8ffe3b4,1581713340,814000000,49.891945313348785,10.900078173726797,,1581713340,814000000,RmoL5J5TjfPVL4NlhRdsHpJtKSN2,deleted,49.891945313348785,10.900078173726797,RmoL5J5TjfPVL4NlhRdsHpJtKSN2,Bamberg
u284hut2vu,Kommunalwahl München 2020,"['Wohnen', 'S-Bahn']",,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.188935095681586,11.466207336634398,,,jN38LSISX0WzWz1ofgRho88c3J52,c4a472fb-ef39-4ea7-b343-a60813b3ea9b,1582985926,461000000,,,,1582985926,461000000,jN38LSISX0WzWz1ofgRho88c3J52,active,48.188935095681586,11.466207336634398,,Kommunalwahl München 2020
u1x0ubt0gc,Bürgerschaftswahl Hamburg,['Straße'],,Verkehr + Verkehr,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.572219233326074,10.059518124908209,1583514210.0,890000000.0,dVaXof7yXsP8JWDWkUkT29lQWzs2,c4b60fe8-d386-4851-91f2-9e11060fa518,1580473650,238000000,53.572219233326074,10.059518124908209,EMn8AUHdI5cbQIYITA1swmDqm9q1,1580473650,239000000,dVaXof7yXsP8JWDWkUkT29lQWzs2,removed,53.572219233326074,10.059518124908209,,Bürgerschaftswahl Hamburg
u281z063tk,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Freizeit ']",Lorenz,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.121773470638495,11.560939271003008,,,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,c4c3b8e1-8720-4646-b971-2877f09535fe,1581766558,891000000,,,,1581766558,891000000,tCMUd3qv8zOXL7Kt7S46c6ELoGJ2,active,48.121773470638495,11.560939271003008,,Kommunalwahl München 2020
u1x0shv9xt,Bürgerschaftswahl Hamburg,['Straße'],Team Bremen,Hafen + Wohnen,"['Autofahrer', 'Radfahrer']",53.55177177269401,10.027412753552198,1582965784.0,807000000.0,XlKwdjQwGUbIcFAIXEkQpxXyLjB2,c4d70969-1699-4905-9dfb-447e73238be3,1580049025,380000000,53.55177177269401,10.027412753552198,k9Q9No2bdibXe4rU2TsNWrqMMp63,1580049025,380000000,XlKwdjQwGUbIcFAIXEkQpxXyLjB2,removed,53.55177177269401,10.027412753552198,,Bürgerschaftswahl Hamburg
u0zgb3ngg8,Bamberg,,,Wohnen + E-Behörden,"['Autofahrer', 'Fußgänger', 'Radfahrer']",49.88407010334166,10.918852631002665,1584643752.0,594000000.0,ExdY6DG9uOhTGhfTxzOINcdhKup1,c4e8b6f7-391e-4f63-8ece-449795f76b90,1581728542,322000000,49.88407010334166,10.918852631002665,ExdY6DG9uOhTGhfTxzOINcdhKup1,1581728542,322000000,ExdY6DG9uOhTGhfTxzOINcdhKup1,removed,49.88407010334166,10.918852631002665,,Bamberg
u1x0c12qmx,Bürgerschaftswahl Hamburg,['Straße'],Altona 2,Wohnen + Wohnen,"['Fußgänger', 'Radfahrer', 'Autofahrer']",53.57731370594445,9.888278190046549,1582975252.0,762000000.0,zMZXSe2xtOVciEXqThvtAJfx87p2,c504ccae-202f-4a2b-8bdb-6124e51fc8a2,1579965538,903000000,53.57731370594445,9.888278190046549,zMZXSe2xtOVciEXqThvtAJfx87p2,1579965538,903000000,zMZXSe2xtOVciEXqThvtAJfx87p2,removed,53.57731370594445,9.888278190046549,,Bürgerschaftswahl Hamburg
u1x0ep1dfw,Bürgerschaftswahl Hamburg,['Straße'],,Verkehr + Hafen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.564350554078075,9.977756012231112,1583668986.0,811000000.0,dVaXof7yXsP8JWDWkUkT29lQWzs2,c50ae827-2204-42d6-b998-0c7ca2c42cb9,1580402273,727000000,53.564350554078075,9.977756012231112,NISiXJvou2OIg0ygvLTQni8z6Gm1,1580402273,727000000,dVaXof7yXsP8JWDWkUkT29lQWzs2,removed,53.564350554078075,9.977756012231112,,Bürgerschaftswahl Hamburg
u284p0j01r,Kommunalwahl München 2020,"['Straße', 'Wohnen', 'Bus', 'Strasse', 'Straßenbahn ', 'Parkplatz', 'Straßenbahn']",,Wohnen + E-Behörden,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.1641053320197,11.564538460224867,,,ihPzNAGmQdatZW7rFD8q3cNubuS2,c50e111b-93d8-4130-8430-7b8756f23c03,1578756283,424000000,,,,1578756283,424000000,ihPzNAGmQdatZW7rFD8q3cNubuS2,active,48.1641053320197,11.564538460224867,,Kommunalwahl München 2020
u281z24guy,,"['Einkaufen', 'Straße']",,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer', 'Autofahrer']",48.120798131768,11.572585422545671,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,c50efd97-6a56-4b82-83a1-c631ef208d64,1578573150,346000000,,,,1578573150,347000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.120798131768,11.572585422545671,,nan
u0zezg6f62,Bamberg,,,,,49.8961714120573,10.891329813748598,1584639497.0,294000000.0,p8FwinOrUVeU9lpbFVdFkwXVOwb2,c50f7697-c4e3-4747-80cf-e05101336a6c,1581692426,877000000,49.8961714120573,10.891329813748598,hOniEUN9VtT1rLt17ERT94oYr3q1,1581692426,877000000,p8FwinOrUVeU9lpbFVdFkwXVOwb2,removed,49.8961714120573,10.891329813748598,,Bamberg
u281wxwv8m,,,Team Felix S.,Mobilität + Umwelt,,48.11834565291029,11.544926147907972,,,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,c5153545-6b5f-404e-839c-f12465c1ad0c,1582544254,558000000,,,,1582544254,558000000,WXScAn7vj5Rwikf3JuMRQbZ6HQK2,active,48.11834565291029,11.544926147907972,,nan
u281umh6q4,Kommunalwahl München 2020,['S-Bahn'],,Mobilität + Umwelt,['Fußgänger'],48.14798360939595,11.442871447652578,,,yPorF49fmyQ5ezcNBDwpqxLuZlg2,c536925e-dedd-4bb9-b474-b0fccd91f29c,1578313708,355000000,,,,1578313708,355000000,yPorF49fmyQ5ezcNBDwpqxLuZlg2,active,48.14798360939595,11.442871447652578,,Kommunalwahl München 2020
u281zmrfpz,Kommunalwahl München 2020,"['U-Bahn', 'Bildung', 'Freizeit ', 'Straße']",,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer', 'Radfahrer']",48.14934248953232,11.579581629484892,,,QQKOOM53abg5uc0gDRGPiiyoqa83,c5459dce-0d0b-4744-8174-06081e7b4e2c,1578223411,228000000,,,,1578223411,228000000,QQKOOM53abg5uc0gDRGPiiyoqa83,active,48.14934248953232,11.579581629484892,,Kommunalwahl München 2020
u0zezdvk80,Bamberg,['Einkaufen'],,Wohnen + E-Behörden,"['Fußgänger', 'Autofahrer']",49.89381163693038,10.883678141981363,1584716044.0,244000000.0,hqcBWn1EuOck6fYTz2OfXY4lMyE2,c5463d67-4b41-4955-b36e-7562a43c13e7,1581726058,709000000,49.89381163693038,10.883678141981363,PxZBcJclagaEOFrxqEjIjIcq3zK2,1581726058,709000000,hqcBWn1EuOck6fYTz2OfXY4lMyE2,removed,49.89381163693038,10.883678141981363,,Bamberg
u281yenxem,Kommunalwahl München 2020,['Wohnen'],,Wohnen + E-Behörden,['Fußgänger'],48.13791415480799,11.544719953089952,1584540328.0,750000000.0,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,c5490b47-ee94-460e-8760-589819ec5912,1578232015,360000000,48.13791415480799,11.544719953089952,QQKOOM53abg5uc0gDRGPiiyoqa83,1582972406,645000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.13791415480799,11.544719953089952,,Kommunalwahl München 2020
u1x0dj0zp1,Bürgerschaftswahl Hamburg,,Altona 1,Wohnen + Patrick/Mira,,53.554065511066796,9.932979885488749,1582974448.0,337000000.0,dfEvUvtCz9SxbB4v6TEbfJHPXml1,c54da2b6-e1a4-4fdc-bb60-8aa1e3855dcb,1579911202,309000000,53.554065511066796,9.932979885488749,zMZXSe2xtOVciEXqThvtAJfx87p2,1579911202,310000000,dfEvUvtCz9SxbB4v6TEbfJHPXml1,removed,53.554065511066796,9.932979885488749,,Bürgerschaftswahl Hamburg
u1x0kj1nsc,Bürgerschaftswahl Hamburg,,,Verkehr + Wohnen,,53.5100348239611,10.021109227091074,1582984086.0,214000000.0,vRs7bqLgbaZOrY9viLatNAzZrgD2,c54e5867-b512-41dd-8e5e-6213ccb37bdf,1579969747,716000000,53.5100348239611,10.021109227091074,NISiXJvou2OIg0ygvLTQni8z6Gm1,1579969747,716000000,vRs7bqLgbaZOrY9viLatNAzZrgD2,removed,53.5100348239611,10.021109227091074,,Bürgerschaftswahl Hamburg
u0zgbvndt9,Bamberg,,,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",49.90583148450004,10.940564777702093,1584699960.0,954000000.0,axlDdML78YTxE9mofKw7twDKQxK2,c5580cd1-bca2-4111-90be-dadbdcda8852,1581724708,180000000,49.90583148450004,10.940564777702093,ZJOVmjHhlXWIKJo9StZZEeGmVly2,1581724708,180000000,axlDdML78YTxE9mofKw7twDKQxK2,removed,49.90583148450004,10.940564777702093,,Bamberg
u281twzcyn,,"['Straße', 'Wohnen', 'Firma']",,Mobilität + Umwelt,"['Autofahrer', 'Fußgänger', 'Radfahrer']",48.113586785554475,11.502605583518744,,,DYrHZGGnXkbXbONU1USk32ysCzQ2,c5656444-2215-4021-bb2b-19f96bb16d14,1578751994,982000000,,,,1578751994,982000000,DYrHZGGnXkbXbONU1USk32ysCzQ2,active,48.113586785554475,11.502605583518744,,nan
u0zgb2sg31,Bamberg,,,Wohnen + E-Behörden,['Autofahrer'],49.881244151524854,10.915996078401804,1583585061.0,758000000.0,ZJOVmjHhlXWIKJo9StZZEeGmVly2,c5752d05-369d-421b-ac6e-7a01d2e7b74c,1581726390,643000000,49.881244151524854,10.915996078401804,ExdY6DG9uOhTGhfTxzOINcdhKup1,1581726390,643000000,ZJOVmjHhlXWIKJo9StZZEeGmVly2,removed,49.881244151524854,10.915996078401804,,Bamberg
u281xndmej,Kommunalwahl München 2020,"['Parkplatz', 'Straßenbahn ', 'Einkaufen', 'Wohnen']",JaBe,Test,,48.1128517344393,11.560843046754599,1579035353.0,437000000.0,U59ppXMlbggFGIjUZRLjkw1kfR43,c576134d-c33c-43ed-8d74-19cbf17af796,1579035345,166000000,48.1128517344393,11.560843046754599,,1579035345,167000000,U59ppXMlbggFGIjUZRLjkw1kfR43,deleted,48.1128517344393,11.560843046754599,U59ppXMlbggFGIjUZRLjkw1kfR43,Kommunalwahl München 2020
u0zgb6v3gt,Bamberg,,,Mobilität + Umwelt,"['Autofahrer', 'Fußgänger', 'Radfahrer']",49.89336442276475,10.9167923592031,1584564667.0,407000000.0,ExdY6DG9uOhTGhfTxzOINcdhKup1,c57c2b7a-a175-4cee-9af3-ea2aad983207,1581715643,200000000,49.89336442276475,10.9167923592031,ExdY6DG9uOhTGhfTxzOINcdhKup1,1581715643,200000000,ExdY6DG9uOhTGhfTxzOINcdhKup1,removed,49.89336442276475,10.9167923592031,,Bamberg
u1x0eq125j,Bürgerschaftswahl Hamburg,['Straße'],,Verkehr + Wohnen,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.558378870033074,9.988420139998198,1582969575.0,149000000.0,PBGwt00TpcVaLoMXkwLAyWGPGnc2,c59343a4-4ea8-4769-ab35-c5e6ec099082,1580037099,33000000,53.558378870033074,9.988420139998198,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1580037099,33000000,PBGwt00TpcVaLoMXkwLAyWGPGnc2,removed,53.558378870033074,9.988420139998198,,Bürgerschaftswahl Hamburg
u281zhw7pj,,,,,,48.1453828180828,11.566506531089544,,,ZnKYuCrMU9YxypvTAtGuVZ08N753,c595208b-651e-46a7-b300-5c2f7a2fe5db,1578232710,175000000,,,,1578232710,175000000,ZnKYuCrMU9YxypvTAtGuVZ08N753,active,48.1453828180828,11.566506531089544,,nan
u281zn0qqv,Kommunalwahl München 2020,['Straße'],,Mobilität + Umwelt,"['Autofahrer', 'Fußgänger', 'Radfahrer']",48.154181042824504,11.55826075002551,1585218130.0,305000000.0,BLZdgRcL5rXY5g1iCRXgKhYH5cK2,c59c38f9-e3dc-4efb-ae24-775ec840c918,1581262804,756000000,48.154181042824504,11.55826075002551,HgM385Ff84YmItF4qjVY8OGvuih2,1584608188,379000000,HgM385Ff84YmItF4qjVY8OGvuih2,removed,48.154181042824504,11.55826075002551,,Kommunalwahl München 2020
u1x0gc310w,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Freizeit ']",,Verkehr + Verkehr,"['Autofahrer', 'Fußgänger']",53.576408767378226,10.009941849857569,1583680870.0,944000000.0,wg8ZnNFzQMUNv2sgygA41LqmHh63,c59ceded-9ac9-4512-9987-6c8cda98d654,1579900127,356000000,53.576408767378226,10.009941849857569,NISiXJvou2OIg0ygvLTQni8z6Gm1,1579900127,356000000,wg8ZnNFzQMUNv2sgygA41LqmHh63,removed,53.576408767378226,10.009941849857569,,Bürgerschaftswahl Hamburg
u1x0eqdh88,Bürgerschaftswahl Hamburg,"['Straße', 'Bildung']",,Verkehr + Wohnen,"['Autofahrer', 'Fußgänger', 'Radfahrer']",53.56187015876671,9.989345166832209,1583669028.0,362000000.0,dVaXof7yXsP8JWDWkUkT29lQWzs2,c59e7620-6768-4b40-892d-eebe9a0fa7cf,1579911818,368000000,53.56187015876671,9.989345166832209,NISiXJvou2OIg0ygvLTQni8z6Gm1,1579911818,369000000,dVaXof7yXsP8JWDWkUkT29lQWzs2,removed,53.56187015876671,9.989345166832209,,Bürgerschaftswahl Hamburg
u1x0tz36u5,Bürgerschaftswahl Hamburg,"['Straße', 'Wohnen', 'Bildung']",,Verkehr + Verkehr,"['Fußgänger', 'Autofahrer', 'Radfahrer']",53.56570836972557,10.098323989659548,1582989306.0,143000000.0,FvMZqZ9ggTTgblDN9ueBSC99Lw23,c5aa069a-af23-4dbb-8c20-207e7b8ae09b,1580032200,835000000,53.56570836972557,10.098323989659548,FvMZqZ9ggTTgblDN9ueBSC99Lw23,1580032200,835000000,FvMZqZ9ggTTgblDN9ueBSC99Lw23,removed,53.56570836972557,10.098323989659548,,Bürgerschaftswahl Hamburg
u283b79us3,,['S-Bahn'],,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.14012553589385,11.615144535899162,,,krAR6hrGB0hgVHGoxS0lehMH6NP2,c5aa730a-116f-4742-a725-1bd959a6c81e,1581159318,205000000,,,,1581159318,205000000,krAR6hrGB0hgVHGoxS0lehMH6NP2,active,48.14012553589385,11.615144535899162,,nan
u281zm1b8m,Kommunalwahl München 2020,,Lorenz,Mobilität + Umwelt,"['Fußgänger', 'Autofahrer']",48.14769569678553,11.571018006652594,1584472410.0,759000000.0,S2tQH3AkcMeJS0lwtauan7vvez23,c5ad0292-7d54-42c4-a7b4-10852d9d72e8,1578216434,485000000,48.14769569678553,11.571018006652594,mZbRmhJQ8pVkqJj8dNbc3QSDk0g1,1578216434,485000000,S2tQH3AkcMeJS0lwtauan7vvez23,removed,48.14769569678553,11.571018006652594,,Kommunalwahl München 2020
u281xw4hnf,,['Wohnen'],,Mobilität + Umwelt,"['Fußgänger', 'Radfahrer']",48.109831824681606,11.58263498917222,,,MXnc2ii9M8MA1GjBtapzdaBwUff2,c5bb7b6c-1c6a-4ad0-ac23-02a55a3adb7f,1578651917,441000000,,,,1578651917,442000000,MXnc2ii9M8MA1GjBtapzdaBwUff2,active,48.109831824681606,11.58263498917222,,nan
